country,id_1,population
BRA,8,3906040.38
BRA,9,7231119.1
BRA,10,7660381.14
BRA,12,3786587.76
BRA,11,2881291.38
BRA,13,21505829.22
BRA,14,9549891.93
BRA,15,4055274.87
BRA,16,11420588.58
BRA,17,9674738.86
BRA,18,3407703.53
BRA,19,17649340.8
BRA,20,3603027.82
BRA,21,11217659.43
BRA,22,1803558.26
BRA,23,610253.06
BRA,25,7274349.06
BRA,24,45341286.47
BRA,26,2390268.09
BRA,27,1685978.4
BRB,1,52686.18
BRB,2,4728.39
BRB,3,20330.86
BRB,4,32837.04
BRB,5,8452.05
BRB,6,6021.61
BRB,7,8862.3
BRB,8,85410.1
BRB,9,11313.17
BRB,10,31422.79
BRB,11,15527.53
BRN,1,64603.27
BRN,2,322101.95
BRN,3,8890.98
BRN,4,47563.17
BTN,1,20359.59
BTN,2,96171.21
BTN,3,29930.91
BTN,4,3380.05
BTN,5,14929.95
BTN,6,17889.79
BTN,7,48324.23
BTN,8,44298.6
BTN,9,26401.65
BTN,10,25201.68
BTN,11,43633.55
BTN,12,74175.41
BTN,13,48239.07
BTN,14,128317.22
BTN,15,61464.45
BTN,16,16704.1
BTN,17,23949.32
BTN,18,44897.62
BTN,19,20721.47
BTN,20,23493.45
BWA,1,678193.37
BWA,2,29632.59
BWA,3,115859.75
BWA,4,211104.5
BWA,5,57225.36
BWA,6,3459.24
BWA,7,60220.79
BWA,8,114721.59
BWA,9,400696.7
BWA,10,64728.31
BWA,11,78965.86
BWA,12,186423.3
BWA,13,53493.1
BWA,14,155747.4
BWA,15,247187.24
BWA,16,1828.62
CAF,1,54079.6
CAF,2,262472.97
CAF,3,309801.64
CAF,4,72229.56
CAF,5,113170.56
CAF,6,146189.78
CAF,7,310624.89
CAF,8,448465.79
CAF,9,206706.58
CAF,10,147854.51
CAF,11,290868.77
CAF,12,952955.74
CAF,13,347513.87
CAF,15,461319.42
CAF,14,540085.09
CAF,16,135634.54
CAF,17,64229.45
CHE,1,667746.53
CHE,2,52011.64
CHE,3,17608.71
CHE,4,281413.66
CHE,5,174258.21
CHE,6,1018964.95
CHE,7,332113.87
CHE,8,511038.08
CHE,9,38979.2
CHE,10,207911.95
CHE,11,71091.38
CHE,12,412524.13
CHE,13,177853.82
CHE,14,43037.12
CHE,15,38956.75
CHE,16,510762.66
CHE,17,77010.22
CHE,18,161325.18
CHE,19,267666.16
CHE,20,268580.24
CHE,21,356123.19
CHE,22,36053.97
CHE,23,362700.03
CHE,24,829076.34
CHE,25,126885.41
CHE,26,1559540.54
CHL,1,110454.52
CHL,2,634872.44
CHL,3,1077675.31
CHL,4,161541.7
CHL,5,295762.17
CHL,6,1640437.89
CHL,7,807504.34
CHL,8,929568.29
CHL,9,913774.34
CHL,10,321165.0
CHL,11,145345.01
CHL,12,1037545.76
CHL,13,460476.37
CHL,14,7916640.08
CHL,15,415289.76
CHL,16,1880784.57
CIV,1,5275497.72
CIV,2,2580066.08
CIV,3,1321061.91
CIV,4,326749.61
CIV,5,1829653.97
CIV,6,1405928.94
CIV,7,1540504.11
CIV,8,2760599.31
CIV,9,2655559.12
CIV,10,1900466.61
CIV,11,1542927.61
CIV,12,985813.61
CIV,13,389129.78
CIV,14,1015384.82
CMR,1,1368123.75
CMR,2,5405906.58
CMR,3,1005986.6
CMR,4,4384347.74
CMR,5,4210154.96
CMR,7,2900510.53
CMR,6,2201713.69
CMR,8,2022694.72
CMR,10,916130.34
CMR,9,1795385.9
COD,1,1071122.03
COD,2,1717733.02
COD,3,6009487.98
COD,4,4465710.63
COD,5,1506984.34
COD,6,4415602.58
COD,9,3979879.06
COD,7,4540579.66
COD,8,3964654.2
COD,10,6056258.62
COD,11,2587160.96
COD,12,1820691.48
COD,13,3474763.06
COD,14,2901620.47
COD,15,2247192.13
COD,16,1328785.84
COD,17,2172967.09
COD,18,1661920.02
COD,19,6517936.69
COD,20,1124614.63
COD,21,137577.49
COD,22,4541444.53
COD,23,2155270.41
COD,24,3094467.89
COD,25,2502661.81
COD,26,1207041.19
COG,1,365520.49
COG,2,1383301.72
COG,4,214682.78
COG,3,161812.11
COG,5,646775.74
COG,6,170648.75
COG,7,679355.08
COG,8,229624.64
COG,9,175157.52
COG,10,124560.74
COG,11,337628.44
COG,12,126993.5
COL,1,98951.15
COL,2,6265509.14
COL,3,349739.1
COL,4,2583123.1
COL,5,2485334.06
COL,6,1232326.88
COL,7,860596.0
COL,8,527437.62
COL,9,715772.35
COL,10,1437331.77
COL,11,981338.28
COL,12,502093.45
COL,13,1985283.23
COL,14,11317478.15
COL,15,66904.2
COL,16,140858.57
COL,17,1197788.9
COL,18,1191021.37
COL,19,1293673.05
COL,20,983568.47
COL,21,1729738.55
COL,22,1260916.84
COL,23,419894.73
COL,24,562622.14
COL,25,875060.31
COL,26,70479.44
COL,27,2160740.83
COL,28,830791.8
COL,29,1317063.25
COL,30,4398814.14
COL,31,80586.87
COL,32,93633.89
COM,1,61089.79
COM,2,429118.7
COM,3,340778.66
CPV,1,19224.41
CPV,2,5344.64
CPV,3,6493.2
CPV,4,5457.42
CPV,5,18970.13
CPV,6,6315.39
CPV,7,16160.83
CPV,8,7651.52
CPV,9,23949.33
CPV,10,8004.58
CPV,11,22297.23
CPV,12,37017.13
CPV,13,16765.32
CPV,14,8680.04
CPV,15,17762.19
CPV,16,11692.64
CPV,17,142411.54
CPV,18,6327.93
CPV,19,20794.75
CPV,20,86113.21
CPV,21,45401.6
CPV,22,4010.19
CRI,1,1014958.27
CRI,2,564934.45
CRI,3,410434.08
CRI,4,539942.65
CRI,5,451983.05
CRI,6,479458.97
CRI,7,1562429.41
CYM,1,8704.29
CYM,2,1034.78
CYM,3,699.94
CYM,4,29121.11
CYM,5,268.62
CYM,6,6784.17
CYM,7,9417.07
CZE,1,623862.58
CZE,2,1172349.45
CZE,3,284103.01
CZE,4,503947.02
CZE,5,538864.84
CZE,6,426284.68
CZE,7,1120326.72
CZE,8,595825.02
CZE,9,506191.65
CZE,10,579878.21
CZE,11,1301422.88
CZE,12,1565209.91
CZE,13,792155.38
CZE,14,559137.06
DEU,1,10630210.19
DEU,2,12842766.74
DEU,3,3323186.43
DEU,4,2434682.4
DEU,5,641510.51
DEU,6,1731046.27
DEU,7,6066072.48
DEU,8,1510661.18
DEU,9,7774137.55
DEU,10,17474331.86
DEU,11,4077238.18
DEU,12,955846.87
DEU,14,3859301.55
DEU,13,2096914.39
DEU,15,2840871.02
DEU,16,2017194.35
DJI,1,116344.53
DJI,2,98782.77
DJI,3,528260.69
DJI,4,55096.6
DJI,5,131383.89
DMA,1,7821.52
DMA,2,5542.04
DMA,3,22916.02
DMA,4,6908.14
DMA,5,5463.13
DMA,6,371.73
DMA,7,1471.17
DMA,8,5692.69
DMA,9,9989.09
DMA,10,279.27
DOM,1,226319.66
DOM,2,155769.86
DOM,3,183062.31
DOM,4,59820.04
DOM,5,977144.02
DOM,6,323095.0
DOM,7,82481.19
DOM,8,290966.34
DOM,9,98462.73
DOM,10,58071.13
DOM,11,485564.62
DOM,12,58255.41
DOM,13,270019.03
DOM,14,431735.16
DOM,15,179678.96
DOM,16,173209.4
DOM,17,169708.96
DOM,18,217089.9
DOM,19,56010.09
DOM,20,273444.13
DOM,21,316442.01
DOM,22,86153.57
DOM,23,101673.37
DOM,24,620178.42
DOM,25,57518.04
DOM,26,220224.9
DOM,27,347652.63
DOM,28,141923.66
DOM,30,977955.19
DOM,29,48742.21
DOM,31,3127192.34
DOM,32,226293.53
DZA,1,485892.52
DZA,2,862399.82
DZA,3,412090.28
DZA,4,3662679.98
DZA,5,703624.39
DZA,6,1319158.84
DZA,7,311031.94
DZA,8,971778.83
DZA,9,876864.17
DZA,10,1217793.84
DZA,11,700940.15
DZA,12,762144.95
DZA,13,945136.39
DZA,14,1136542.36
DZA,15,1105558.33
DZA,16,1413822.17
DZA,17,289608.26
DZA,18,784082.43
DZA,19,459005.42
DZA,20,423371.72
DZA,21,530685.48
DZA,22,71794.56
DZA,23,691723.15
DZA,24,440618.92
DZA,25,608564.83
DZA,26,1164558.63
DZA,27,884019.32
DZA,28,859968.01
DZA,29,854401.69
DZA,30,826891.61
DZA,31,273235.28
DZA,32,1804356.34
DZA,33,680481.46
DZA,34,717042.58
DZA,35,801302.39
DZA,36,378890.0
DZA,37,1663459.78
DZA,38,677669.03
DZA,39,1004403.62
DZA,40,511230.62
DZA,41,214400.84
DZA,42,741474.32
DZA,43,992444.55
DZA,44,75599.83
DZA,45,626012.91
DZA,46,409755.73
DZA,47,1159880.49
DZA,48,1049509.55
ECU,1,844104.19
ECU,2,197503.4
ECU,3,238433.65
ECU,4,171789.95
ECU,5,518697.39
ECU,6,476912.52
ECU,7,680804.72
ECU,8,610242.69
ECU,9,33488.94
ECU,10,4320407.77
ECU,11,467356.99
ECU,12,493120.89
ECU,13,929756.92
ECU,14,1593124.67
ECU,15,191107.08
ECU,16,169472.93
ECU,17,221099.94
ECU,18,115147.06
ECU,19,3167837.46
ECU,20,387895.64
ECU,21,524101.71
ECU,22,239836.02
ECU,23,573816.38
ECU,24,108304.02
EGY,1,6201837.44
EGY,2,332024.51
EGY,3,5987274.91
EGY,4,3268944.38
EGY,5,4953436.05
EGY,6,4954459.68
EGY,7,1213199.72
EGY,8,8781873.16
EGY,9,4090440.99
EGY,10,5300911.15
EGY,11,8576789.17
EGY,12,5451722.68
EGY,13,1694700.42
EGY,14,232774.56
EGY,15,644494.9
EGY,16,6739004.64
EGY,17,1474963.69
EGY,18,4351393.14
EGY,19,2924777.34
EGY,20,687074.68
EGY,21,1382701.3
EGY,22,156837.53
EGY,23,3292941.05
EGY,24,447312.97
EGY,25,2907457.53
EGY,26,447254.36
EGY,27,4734768.75
ERI,1,894161.36
ERI,2,1524634.02
ERI,3,146985.91
ERI,4,1246979.33
ERI,5,1255921.42
ERI,6,728692.56
ESP,1,8084219.61
ESP,2,1290651.79
ESP,3,556275.68
ESP,4,2170403.94
ESP,5,2274726.23
ESP,6,7541077.21
ESP,7,134945.93
ESP,8,6493909.89
ESP,9,630298.43
ESP,10,5091438.35
ESP,11,996310.0
ESP,12,2426523.98
ESP,13,1196452.2
ESP,14,2129155.69
ESP,15,319960.8
ESP,16,1970145.03
ESP,17,933656.55
ESP,18,1509388.47
EST,1,581745.99
EST,2,5967.81
EST,3,158753.42
EST,4,25503.9
EST,5,24634.65
EST,7,18641.58
EST,6,49418.59
EST,8,73623.24
EST,9,680.3
EST,10,24864.11
EST,11,45575.67
EST,12,43247.49
EST,13,143088.85
EST,14,23779.11
EST,15,38653.62
EST,16,26875.15
ETH,1,3790656.6
ETH,2,1978303.63
ETH,3,24074466.76
ETH,4,1229037.14
ETH,5,500033.15
ETH,6,621595.19
ETH,7,266920.22
ETH,8,42875451.84
ETH,9,6670170.84
ETH,10,13305366.13
ETH,11,6408499.42
FJI,1,394512.11
FJI,2,24750.16
FJI,3,107895.0
FJI,4,695.25
FJI,5,334129.87
FRA,1,1925103.0
FRA,2,3535654.0
FRA,3,1374755.0
FRA,4,12395148.0
FRA,5,1459805.0
FRA,6,1610448.0
FRA,7,3402932.0
FRA,8,2564915.0
FRA,9,1305256.0
FRA,10,349465.0
FRA,11,1174945.0
FRA,12,1847481.0
FRA,13,2913036.0
FRA,14,721961.0
FRA,15,2311735.0
FRA,16,3140512.0
FRA,17,4063428.0
FRA,18,3873096.0
FRA,19,1923744.0
FRA,20,1824370.0
FRA,21,5131187.0
FRA,22,6778478.0
FRO,1,9717.2
FRO,2,5297.91
FRO,3,1129.13
FRO,4,21160.71
FRO,5,4205.63
FRO,6,3119.36
FSM,1,32034.08
FSM,2,2588.44
FSM,3,34236.55
FSM,4,8014.74
GAB,1,656819.72
GAB,2,392933.47
GAB,3,64768.62
GAB,4,95900.96
GAB,5,47019.85
GAB,6,60286.62
GAB,7,69158.9
GAB,8,117418.52
GAB,9,185044.46
GBR,1,55643829.68
GBR,2,1914634.88
GBR,3,5335073.5
GBR,4,3120994.23
GEO,1,296141.11
GEO,2,341666.55
GEO,3,106937.95
GEO,4,494056.16
GEO,5,298268.36
GEO,6,514215.18
GEO,7,96705.89
GEO,8,28902.21
GEO,9,296917.5
GEO,10,149664.77
GEO,11,251117.64
GEO,12,1106910.85
GHA,1,6313989.99
GHA,2,2682367.62
GHA,3,2733396.3
GHA,4,3053444.67
GHA,5,5042382.76
GHA,6,3163392.76
GHA,7,1088441.59
GHA,8,785056.04
GHA,9,2604131.73
GHA,10,2841804.18
GIN,1,1283535.43
GIN,2,1966723.36
GIN,3,1126099.1
GIN,4,2395949.42
GIN,5,1905698.62
GIN,6,1175435.89
GIN,7,864041.21
GIN,8,1862224.49
GLP,1,200092.67
GLP,2,206789.28
GMB,1,290876.57
GMB,2,83237.18
GMB,3,241694.49
GMB,4,247444.34
GMB,5,272534.84
GMB,6,1134540.42
GNB,1,270847.55
GNB,2,146093.79
GNB,3,545785.2
GNB,4,34796.28
GNB,5,236015.94
GNB,6,296918.63
GNB,7,291322.28
GNB,8,81900.3
GNB,9,116531.01
GNQ,1,3257.12
GNQ,2,233247.29
GNQ,3,25580.81
GNQ,4,108052.3
GNQ,5,139267.3
GNQ,6,288181.3
GNQ,7,154343.6
GRC,1,498489.38
GRC,2,1719.33
GRC,3,3780183.46
GRC,4,640287.84
GRC,5,614568.75
GRC,6,2499956.34
GRC,7,1390028.08
GRC,8,1254007.85
GRD,1,4793.18
GRD,2,28271.03
GRD,3,12343.71
GRD,4,38424.18
GRD,5,6566.81
GRD,6,3189.25
GRD,7,12288.03
GTM,1,1437962.97
GTM,2,335902.12
GTM,3,781243.29
GTM,4,449479.65
GTM,5,183665.33
GTM,6,818027.46
GTM,7,3591222.2
GTM,8,1419030.44
GTM,9,503871.97
GTM,10,399807.21
GTM,11,511703.16
GTM,12,870601.69
GTM,13,960569.2
GTM,14,1275800.0
GTM,15,371935.51
GTM,16,378523.63
GTM,17,1243484.04
GTM,18,407216.79
GTM,19,566334.7
GTM,20,634061.23
GTM,21,606282.95
GTM,22,252119.89
GUF,1,177284.04
GUF,2,119050.96
GUM,1,1254.12
GUM,2,5580.57
GUM,3,1889.65
GUM,4,8638.25
GUM,5,8630.06
GUM,6,50303.63
GUM,7,2489.82
GUM,8,1478.29
GUM,9,19794.2
GUM,10,1207.58
GUM,11,6186.52
GUM,12,1370.75
GUM,13,5193.6
GUM,14,982.05
GUM,15,2716.65
GUM,16,20710.19
GUM,17,747.61
GUM,18,23665.7
GUM,19,7098.25
GUY,1,30260.88
GUY,2,17722.04
GUY,3,300024.72
GUY,4,105008.68
GUY,5,97271.2
GUY,6,53427.81
GUY,7,40568.71
GUY,8,8343.84
GUY,9,39445.79
GUY,10,30905.59
HKG,1,229590.11
HKG,2,543487.94
HKG,3,104268.97
HKG,4,426846.43
HKG,5,309043.52
HKG,6,633215.34
HKG,7,355274.45
HKG,8,499728.56
HKG,9,575025.46
HKG,10,455420.57
HKG,11,168155.34
HKG,12,307585.1
HKG,13,380589.44
HKG,14,461010.42
HKG,15,113170.85
HKG,16,390655.91
HKG,17,366582.35
HKG,18,668654.9
HND,1,450281.23
HND,2,420381.6
HND,3,314490.05
HND,4,538729.28
HND,5,398573.02
HND,6,1632065.05
HND,7,457035.05
HND,8,1574198.93
HND,9,92111.01
HND,10,242320.37
HND,11,51813.02
HND,12,200523.71
HND,13,328466.36
HND,14,155064.1
HND,15,541389.61
HND,16,438820.1
HND,17,164457.21
HND,18,588892.16
HRV,1,109360.68
HRV,2,143688.52
HRV,3,111506.64
HRV,4,875465.25
HRV,5,198977.46
HRV,6,117514.2
HRV,7,108609.6
HRV,8,124354.3
HRV,9,48184.3
HRV,10,106340.44
HRV,11,281655.61
HRV,12,71773.55
HRV,13,281090.95
HRV,14,98059.32
HRV,15,161156.61
HRV,16,391162.15
HRV,17,168823.5
HRV,18,77796.25
HRV,19,155048.62
HRV,20,161654.16
HRV,21,249360.2
HTI,1,729521.76
HTI,2,472737.6
HTI,3,1773787.18
HTI,4,342151.17
HTI,7,1046436.01
HTI,5,358727.04
HTI,6,754942.87
HTI,8,4502583.62
HTI,10,667301.82
HTI,9,578705.91
HUN,1,470296.43
HUN,2,340255.41
HUN,3,321480.59
HUN,4,653019.82
HUN,5,1891680.04
HUN,6,382181.36
HUN,7,430974.08
HUN,8,460530.85
HUN,9,622859.64
HUN,10,298969.39
HUN,11,363552.05
HUN,12,247628.66
HUN,13,188031.7
HUN,14,1140941.32
HUN,15,290427.69
HUN,16,570390.32
HUN,17,209691.9
HUN,18,243341.65
HUN,19,312039.35
HUN,20,242160.64
IDN,1,4558711.56
IDN,2,4623369.66
IDN,3,1573166.77
IDN,4,13553551.82
IDN,5,1795632.09
IDN,6,1229847.71
IDN,7,10175918.67
IDN,8,3837084.46
IDN,9,50482553.05
IDN,10,32377197.19
IDN,11,38392291.92
IDN,12,4991973.58
IDN,13,4293276.46
IDN,14,2641203.9
IDN,15,4805388.9
IDN,16,2531223.68
IDN,17,8377458.54
IDN,19,1739842.31
IDN,18,1342305.73
IDN,20,4963735.41
IDN,21,5385261.58
IDN,23,6378678.72
IDN,22,1274260.8
IDN,24,7891204.34
IDN,25,1556790.3
IDN,26,8749350.47
IDN,27,3000688.65
IDN,28,2769734.77
IDN,29,2589540.81
IDN,30,5320263.22
IDN,31,7764133.65
IDN,32,13958602.5
IDN,33,3661373.4
IND,2,52397264.54
IND,3,1747572.19
IND,4,35299135.26
IND,5,7266063.64
IND,6,803911.69
IND,7,29715305.79
IND,8,545779.18
IND,9,187330.39
IND,10,1533792.27
IND,11,69586121.41
IND,12,29784909.43
IND,13,7702430.18
IND,14,5340249.17
IND,15,4480159.21
IND,16,69175009.38
IND,17,33725859.21
IND,19,23279373.25
IND,20,7623654.92
IND,21,3516613.04
IND,22,3802787.27
IND,23,1342808.29
IND,24,2050987.97
IND,25,18793487.75
IND,26,15706063.55
IND,27,1283583.46
IND,28,8961889.79
IND,29,68548437.0
IND,30,665096.35
IND,31,81787225.97
IND,32,39499507.41
IND,33,4016383.58
IND,34,93941944.59
IND,35,11934485.09
IND,36,100601316.6
IRQ,1,2425255.71
IRQ,2,3198300.66
IRQ,3,929783.75
IRQ,4,1798651.34
IRQ,5,1319538.83
IRQ,6,2447664.83
IRQ,7,2092230.39
IRQ,8,1693574.31
IRQ,9,2932526.72
IRQ,10,4423225.38
IRQ,11,2350057.75
IRQ,12,2575250.66
IRQ,13,2378518.99
IRQ,14,1247187.76
IRQ,15,1276491.02
IRQ,16,4078761.71
IRQ,17,3316431.03
IRQ,18,1485862.2
ISL,1,11848.1
ISL,2,27417.04
ISL,3,215265.58
ISL,4,6078.94
ISL,5,25723.98
ISL,6,23819.46
ISL,7,5655.17
ISL,8,13814.41
ITA,1,1298547.3
ITA,2,3846017.01
ITA,3,539963.59
ITA,4,1816623.64
ITA,5,5592168.04
ITA,6,4493272.18
ITA,7,1199412.9
ITA,8,5643498.44
ITA,9,1487750.46
ITA,10,10018457.92
ITA,11,1575202.1
ITA,12,296414.69
ITA,13,4337290.65
ITA,14,1579280.44
ITA,15,4759512.82
ITA,16,3694552.1
ITA,17,1066305.63
ITA,18,903031.41
ITA,19,124734.36
ITA,20,4963509.13
JAM,1,260374.06
JAM,2,68540.97
JAM,3,73109.72
JAM,4,197383.24
JAM,5,83672.41
JAM,6,607836.98
JAM,7,174377.52
JAM,8,553439.3
JAM,9,154396.57
JAM,10,184299.69
JAM,11,110894.84
JAM,12,98403.61
JAM,13,78635.78
JAM,14,147606.38
JOR,1,233856.16
JOR,2,2852085.29
JOR,3,170151.46
JOR,4,960087.65
JOR,5,1587025.55
JOR,6,149534.47
JOR,7,311037.76
JOR,8,141459.48
JOR,9,215202.03
JOR,10,449010.0
JOR,11,113548.29
JOR,12,968530.55
JPN,1,7415954.63
JPN,2,937403.05
JPN,3,1209783.94
JPN,4,5973182.09
JPN,5,1280412.78
JPN,6,745265.17
JPN,7,4859738.55
JPN,8,1850591.31
JPN,9,1985851.27
JPN,10,1933833.3
JPN,11,2642072.68
JPN,12,5055183.26
JPN,13,5354576.45
JPN,14,2861895.6
JPN,15,1116075.38
JPN,16,1181846.96
JPN,17,883726.73
JPN,18,1514419.43
JPN,19,8939506.11
JPN,20,669975.81
JPN,21,1700220.98
JPN,22,2558492.58
JPN,23,1741717.17
JPN,24,2235848.85
JPN,25,1046902.86
JPN,26,2008706.21
JPN,27,1229026.35
JPN,28,1292745.26
JPN,29,2180227.79
JPN,30,1095045.19
JPN,31,1868579.28
JPN,32,1352546.42
JPN,33,8524836.38
JPN,34,802031.63
JPN,35,7411459.09
JPN,36,1423368.38
JPN,37,672639.9
JPN,38,3580756.43
JPN,39,1938628.83
JPN,40,701755.66
JPN,41,14044234.73
JPN,42,497895.98
JPN,43,1009325.73
JPN,44,886257.81
JPN,45,1047367.34
JPN,46,1297997.77
JPN,47,802343.82
KAZ,1,3992004.41
KAZ,2,1878374.6
KAZ,3,922073.13
KAZ,4,532554.45
KAZ,5,1322676.01
KAZ,6,812392.72
KAZ,7,504246.47
KAZ,8,714252.89
KAZ,9,1316938.53
KAZ,10,795191.33
KAZ,11,844290.84
KAZ,12,3267311.56
KAZ,13,607699.54
KAZ,14,1095901.98
KEN,1,654261.57
KEN,2,900420.52
KEN,3,1836855.17
KEN,4,826250.48
KEN,5,410399.24
KEN,6,572978.74
KEN,7,939839.33
KEN,8,1061314.86
KEN,9,215492.04
KEN,10,821857.41
KEN,11,1648815.02
KEN,12,914419.72
KEN,13,1734236.38
KEN,14,1292421.09
KEN,15,575989.59
KEN,16,1286110.25
KEN,17,1093931.24
KEN,18,1129154.47
KEN,19,733366.93
KEN,20,473405.18
KEN,21,115628.46
KEN,22,1214995.95
KEN,23,1003395.73
KEN,24,1703139.61
KEN,25,316342.23
KEN,26,1523504.66
KEN,27,1032090.72
KEN,28,1045106.42
KEN,29,1029964.13
KEN,30,3937684.85
KEN,31,1965218.0
KEN,32,935248.63
KEN,33,1079271.97
KEN,34,683334.55
KEN,35,657956.94
KEN,36,745255.21
KEN,37,269103.11
KEN,38,966690.64
KEN,39,334826.09
KEN,40,341389.61
KEN,41,401666.22
KEN,42,989581.55
KEN,43,1009966.61
